label,text
0, why did you all come to Yu when I took him?
1, niggas be claiming sidechicks ! lol
0," guys, they're gonna claim the sidekick!"
1, I can't take this shit I need some nitroglycerin. you're an evil genius. #AskScandal
0," #AskScandal, you're a genius."
1," I'm going to Simone crib after this class , don't got prac til 7:30"
0," after this class, I'll go to Simone's crib, so don't go to the seventh."
1, No matter how many new ppl i meet in my life nobody can replace my bestfriends
0, no one can replace my best friends.
1, California king bed !
0, the king's bed in California!
1, If we on good ill take her here
0," if we're good, we'll take her home."
1, I hate when shit get leaked
0, I'm not happy about the leak
1, ay yall everything good we did dat...
0," all right, all right, all right, all right, all right"
1, Am ready to get back in my bed!
0, I'm ready to go back to bed!
1, Soooo bru remembered ha bday llh
0," oh, my God, I remember the day of my birthday."
1, An ain't nobody got time for that bitch Misery loves company
0, no one's gonna have a bitch like Misery.
1, not sure. But between the three I think Johnson.
0," I don't know, but between the three of them."
1, Welp back to my normal tweeting lmao
0," all right, I'm back to my usual tweeting."
1, Goodnight my tweeter tweeps#Duecez
0," good night, my little twat #Ceziz"
1," Cuz my sources prove shit, most bitches just be hatin and dnt wanna see ya happy.."
0," because my sources are shit, most of the girls just want to fuck you."
1, finna take a nap till somebidy hit me up wit a move or my auntie come get me .
0, I'll take a nap until my auntie comes to me.
1," Dat Shower Felt Good, But Anyways I'm Up Gettin Ready"
0," I'm ready for the shower, but I'm ready for the ride."
1, Tha heat on a fast break is UNSTOPPABLE
0, the heat is unruly on a quick break.
1, My mom talk so damn much still talking as I'm walking out the house
0," mom's still talking, and I'm walking out of the house."
1, That girl who got shot was my Nigga girlfriend.
0, my nigga girl was shot.
1, #castle scare that Esposito voice
0, # The Castle of Esposito's voice is scary
1, Dat botch Wendy Williams Fake ! that Man looking Bitch
0, the fake Wendy Williams!
1, Its time for me to change
0, I have to change my mind.
1, I hate waitin for the 10 it take all fuckin day
0, I'm not gonna wait for the 10.
1, Gota get one in the morning
0, Gota's got one in the morning.
1, Nawl you just suck ass
0," no, you're just gonna suck my dick."
1, one fine ndd sexy mf.. I went to go see his movie it was so ghuud i loved it..
0, I went to see his movie and I loved it.
1, Toto called me  UNCLE \
0, I'm called Uncle Toto.
1, Did I say something wrong ?
0, did I say something wrong about it?
1,"  My sister soo damn grown , Lord Jesus ! Its yo fault !"
0," oh, my God, my sister's grown up, Lord!"
1, Cant sleep.... but when do I ever
0, I don't sleep...... but when I'm awake
1, Watchin Love Don't Cost a Thing.imma.drop Nick ass for.kissin my dream bitch lol
0, I'm gonna kiss my dream girl.
1," ; wen i graduate from 12th grade , ima slap a few hoes w/ my diploma ."
0," when I graduated from 12th grade, I slapped a couple of hoes on my diploma."
1," Tell them bitches to stop hating on what we got , while I tell these niggas you all I got"
0," tell them to stop hating what we have, while I'm telling you I have everything."
1, The best advice is given from someone with experience.
0, experienced people give the best advice.
1, Why you asking us lol
0, why do you want to ask?
1, i wasn't suppose to let this junk get this far
0, I'm not supposed to let this go.
1, Putting my trust in the LORD
0, trust the Lord to be my friend.
1, Ok this TL just got super faggoty
0," all right, this TL is a little bit of a faggot."
1, ii has my belly piercing for 3 months now .
0, I've been pierced in my belly for three months.
1," idek , hit my phone 862 754 6841"
0, I have a phone number 862 754 6841
1, Now all I gott do now it go home and take a nap after this LAST class
0," after this last class, I'm gonna go home and sleep."
1, I'm about to go tweet on his page
0, I'll be tweeting on his page
1, What you put in is what you get out
0, what you're gonna give is what you'll get.
1, I rarely be in IG I guess posting pic allday is wack !!! Lol well been.wack
0," I guess I'm not posting pictures all day, so I'm not sure what it is."
1, Songs For Women Is That Shit
0, the songs of women are shit.
1, You use to be that nigga.. Boy what happen to you!!
0, you've been a nigger for a long time.
1,"  Sometimes it ain't what you #gain, but what you #keep.\"
0," sometimes it's not what you # gain, but what you # keep."
1, damn if it's like dat then maybe...
0," damn if it's like that, then..."
1, I'm what they call a immediate asset
0, I'm a real asset to them.
1, Bitches walk like a new born deer in 5inch heels bitches walk like they walkin backwards
0, bitchy women walk like a deer in five inches of heels.
1, We all over New York today #work
0, today we're all over New York #work
1, .Drug in your vein.....
0, drugs in your veins.....
1, Yall saying yall beat her cause Yall jumpedd her no good
0, you're saying she was beaten because she jumped.
1, Back on that bullshit u always on .
0, you're still on that shit.
1, My Senior Year Finna Be 
0, Finna Be          
1, If Chilling with my peps an I wonder is he ready
0," if I'm with my pep, I'm wondering if he's ready"
1, Good night crews !! Love you
0," good night, guys."
1," Ha, i see whats finna go down -.-"
0," oh, I see what's going to happen -.-"
1, Dequan Mad Nikko Left
0, Dequan Mad Nikko's left.
1," Kj sleep .., ONE down"
0," Kj's sleep, one down"
1, Paul George real humble though. Gotta respect that.
0, but he's really humble.
1, where its gonna be at
0, where's he going to be at
1, Whole time I'm nothing like dese other Brothas.
0, I've never been like a Brotha.
1, Team lost #getdacoldwater
0, team lost # Get Dacold Water
1, #BestLinesInHipHop hey people wen u n the u n love (Lorenzo JOHNSON) I love u
0," #BestLinesInHipHop hey, people, I love you."
1, Idk who jimmy was talking bout last night tho
0, I don't know who Jimmy talked about last night.
1, I feel terrible head pounding like shit llss
0, I'm sick of my head pounding like shit.
1, He Just Pissed Me Off
0, he's just pissed me off.
1, Let's put the pass behind us  go far away whea nobody can find us .!
0," we'll put the pass on the way, and we'll go away."
1, Thanksgiving Dinner will be my house!!! #AllAreWelcomed
0, I'm going to the Thanksgiving dinner.
1, No offense it's just manners...
0," it's just manners, it's just manners."
1, omw to high school lol
0," oh, my God, I'm at high school."
1," Wait until I get ghosts tho, y'all won't see a nigga."
0," wait till I'm dead, you won't see a nigger."
1, Lol Dorsey just told me to do some crazy Shit
0, Lol Dorsey said I'm gonna do something crazy.
1," shes the one im thinking of, when i am beating richard up"
0, she's the one I'm thinking of when I'm beating Rich.
1, 11:16 my b'day tweet!
0, I'm tweeting my tweet at 11: 16!
1," LMAOOOOOOOOO, they funny is hell"
0," oh, my God, it's funny."
1, fuck them skeezy ass hoes his ole lady
0," shit, the assholes are his girlfriend."
1, How do I send messages in your inbox
0, how do I send you a message?
1, Otp with my goofy dude for the night rip Nunnie
0, I'm gonna have a little fun with my crazy guy tonight.
1, The big bro on the 1s and 2s tmw at Harlem Nights so you know what that means
0, the big guy from 1 to 2 on the Harlem night
1, Just to hear ya voice still puts a smile on my face
0, the smile on my face is just to hear you.
1, I put my trust and faith in GOD.. Not man!
0," I'm trusting God, not a guy!"
1, My youngest brother has an IG oh LAWD
0, my brother's got an IG in LAWD.
1, Riding with montez high af rite now
0, now I'm riding with Montez's high-profile.
1,  Wonder wat gotta say bout deez weak ass 76ers fuckin trash
0, what do you say about the weak ass 76ers?
1, Fake af when.it all cumz dwn ill see wholl hold me down
0," when it's all over, I'm gonna see who's gonna hold me."
1, lol that's why its funny
0, it's funny because it's so funny.
1, Btw Gm world goin to bed soon as Bust ass a couple more times
0, soon Gm will be asleep soon after the bust.
1, I just wanna shape Swype lbs
0, I'm just trying to shape the Swype pounds.
1, My mom said can I call my son in law ohhh nooooo sorry
0, mom said I'd like to call my son-in-law.
1, My bed time is at 12. Gotta get up at 6:30
0, I have to go to bed at 12: 00.
1, i think im older than everybody
0, I'm older than everyone.
1, I'M TRIED OF THE SAME SHIIT
0, I've been tried on the same shit as you.
1,  To Really Get Over Someone Just Hit Delete. so yu gonna delete me britney
0, you really want to delete someone.
1, let me know when u get the link
0," when you get the link, I'll let you know"
1, have u heard from ray??
0, did you hear from Ray?
1," boys get a little bit aggressive over football, its slightly hilarious"
0," boys are a little aggressive about football, it's a little funny."
1," Fuck You Squares , The Circle Got Smaller, The Castle Got Bigger ,"
0," the Square, the Circle, the Castle is growing, the Castle is growing."
1,  today !ard ima call A when i get up there
0," when I'm there, I'll call A!"
1, I don't like him anymore either! He agg too! Disowning all y'all children !
0, I'm not gonna be happy with him anymore!
1, Sometimes I Sit Here  Think What If She Was Here W/ Me.?
0, I'm thinking what if she was here with me?
1," i was to turnt up , throwing up  shit :/"
0," I'm gonna throw up, throw up, shit, shit, shit, shit, shit"
1, Hate wen I gotta work early not a morning person
0," I'm not a morning person, but I hate it."
1, Our conversation
0, we talked about our conversation.
1, I'm Bored watching (We Own the Night) \n\nText mi
0, I'm bored watching (We Own the Night)
1, lol idk you know my head bad lol ugh I been textin you no response tho!
0," I'm sorry, but I'm sorry, but I'm sorry, but I'm sorry, but I'm sorry, but"
1, Mane Telly Shit was The Spot lastnight
0," last night, the place was a shit."
1, ASAP Ferg album
0, asap Ferg's album is here.
1, I was joking in that last tweet. FYI
0, I'm joking about that last tweet.
1, was sup nigga I got I 20 on it that my big as panda will dust yo ass
0," I'm a big panda, I'm 20."
1, I wanna make love right about now.
0, now I want to love you.
1, #Retweet with where you from
0, # Retweet where you're from
1, - I sleep so good every night
0, - I'm sleeping so much better every night
1, Lol Nah Onlii 3 BULLSHITT
0, Lol Nah Nah Onlii 3 BULLSHIT
1, I Aint Never Had Shit But I Can Take A Bitch Nigga
0," I've never had shit, but I'm gonna take a bitch."
1, Lovee me on the weekend
0, I love you on the weekend.
1, Im too bored back too facebook i guess
0, I'm too bored to go back to Facebook.
1, But had fun with  Ken(:
0, but I enjoyed it  Ken.
1, Natonal Christian Rims Be Blowin Me !!!!!!!!
0, Natonal Christian Rims Are You Gonna Be?
1,  Who Gone Shut Me Up Tho ? Nobody ? Ain Think So ! Hush ! YES MA'AM !
0, who's gonna shut me down? Nobody?
1, The whole cast from Family Matters ....we need to pray for all of them yo...lol
0, we need to pray for all of the family.
1, They need tha Gone head nd Free my thug
0, they're gonna have my head  my head.
1, Everything is better when you dont give a fuck.
0, everything is better if you don't care.
1, des nightmares dey eat me up
0, I'm eating nightmares for me.
1, lmaooo i want a snickers
0," oh, my God, I'd like a snickers."
1, Great convoooooo......now off to sleep I go :)
0," I'm going to sleep now, I'm going to sleep!"
1, I got my red dress on. Dancing in the dark....heals off. I wanna feel alive.
0, I'm wearing my red dress. I'm dancing in the dark.
1, I won dude chu mean but Happy night
0," I'm happy to say that, but Happy Birthday."
1, I take my education seriously thats really all im focused on as of now !
0, I'm really serious about my education right now!
1, My dad got his motorcycle license
0, my dad's got a license to ride a motorcycle.
1, Where my nigga marco at tho?
0, where's my nigga Marco?
1, tf I look like? A bank?
0, I'm a bank?
1, But yet she ALWAYS have something to damn say
0, but she's always got something to say.
1,  I went to sleep early as hell. Now I'm up super early. don't u juss hate that shit
0, I'm really early for this shit.
1, Ma room finally cooling down
0, the Ma room is finally cooling down
1, Changing all my users name to pretty muthafucka
0, changing my name to a pretty big faggot
1, I'm Not Coming To Get It
0, I'm Not Getting It To Go.
1, I really can't stand girls
0, I'm not gonna stand for girls.
1, I Wonder Hw Would It Be If Greedy was alive
0, I wonder if Greedy would be alive.
1, Es in ah good mood now lol
0," now I'm really happy for you, es in good mood"
1, He all in his feelings
0, all of his feelings are in him.
1, Jennifer Lawrence my bish
0," Jennifer Lawrence, my dear."
1, Im just playin. How long u stayin up
0, how long do you stay?
1, u didn't even talk  Guah iWas Sleep Ian Even See It Till This Morning
0, guah I Was Sleep Ian Even See It Until This Morning
1, I wonder if its gonna b cold for Easter
0, I'm wondering if it's going to be cold for Easter.
1, .tuh fuck yall df ain Saying SHIT!!!!  i mean tht
0," fuck you, you're saying shit, you mean shit!"
1, wake up I gotta tell u somethin
0, I have something to tell you.
1," Cold asf outside, glad I'm indoors now"
0," cold as a bone, glad I'm in the house."
1, We was just standing there for like 15 minutes cold af and Dave left us out there lol
0, we've been there for 15 minutes and Dave left us there.
1, Somebody That's Gonna LOVE Me  Not Givee Up On Me
0, someone who likes me and doesn't want to give up
1, New bday pics coming soon today
0, we have some new pictures of the wedding today.
1, Currently in M.a.a.d City !
0, we're in M.a.a.d. in the city!
1," I might where pink tomorrow , Idk !"
0," maybe tomorrow, I'll be pink."
1, I hate when im txtin somebody n they jus stop txtin like wtf
0, I'm not gonna stop talking to someone who's gonna stop talking to someone
1, Joe budden is a lame and has always been a lame..... Pump pump pump it up
0, Joe Budden's always been a lame and he's always been a lame.
1, I see you wen you get here i been waiting all day
0, I've been waiting all day for you.
1, I should have stayed were I was!
0, I'd be better if I stayed!
1, Damn.. wonder who #oomf talking bout lol
0," # Omg, who's talking about # omg, who's talking"
1," Don't go get no gun bruh, Chill Out."
0," don't go to the gun, bro."
1, People take all they can take and I just run em away
0, people will take what they can and I'll leave them.
1, But how do u hate ur. Real name tho.?
0, but how do you hate your name?
1, Might just head to Atlanta and see what they talmbout up there
0, maybe he'll go to Atlanta and see what they're doing there.
1,  Yaya seems mad you talm bout me ?ya
0," you're crazy about me, Yaya?"
1, Been out all damn day
0, I've been out all day.
1," got all my shit , im on the first thang smoking to the gump !"
0," I have everything, I'm smoking the gump first!"
1, text me asap 3134080284 like ASAP
0," as soon as possible, I'll be in touch with you."
1, This has really been a long week!
0, it's been a long week!
1,  nose pointy as fuckon my dick fat ass head bitch
0," on my dick, my dick's fat ass"
1, .......... heen on my phone
0, .............. on my phone...... I'm on my phone.
1, I tried to love you.. I'm sorry if I failed..... -judith dumb whore from Temptation..
0, I'm sorry if I've failed...... I'm sorry...... if I've failed...... I'm sorry...... if I've failed...... I'm
1, My friend in ATL thought I was neglecting her
0, my friend from ATL said I was neglecting her.
1," like nigga you can save the front for someone else , i ain't got time for that ."
0," you can save the front for someone else, I don't have time for that."
1, I can still make you wett and I can still make you laugh
0, I'll still make you laugh and I'll still make you laugh.
1, I do wanna go sky divin this summer tho hope all the guys still down
0," I'd like to go to the sky this summer, but I hope it's all right."
1, Internet thugs be killing me
0, the Internet is killing me.
1, Now that I think about it I'm a pray for you tonight lol
0," I'm praying for you tonight, so I'm thinking of you."
1, Bout to turn up tomorrow
0, I'm supposed to be there tomorrow.
1," Sometimes I B so lost ion no what B going on ,"
0," I'm so lost sometimes, B."
1, Lol I wanna say yo name
0, I'd like to tell you my name.
1, Lordddddddd Come Talk To Me B/c I Don't Wanna Get To Assuming
0, I'm not gonna assume Lordddddddd.
1, I bet ain't goin to school .
0, I'm sure it won't be in school.
1, No need to be greedy i got mad friends thats pretty
0," I'm not greedy, I have a lot of friends."
1, i gotta go to sleep. #crystaltweet
0, I'm going to sleep. #Crystalweet
1, Let me be the one to give you everything you want in me
0, I'll give you everything you want to give me.
1, I hate talking to Heat dickriders.
0, I'm not talking to Heat dickriders.
1, I consider myself guilty on an occasion or two in regards to this.
0," in the case of this, I'm guilty of a couple of times."
1, Sick af but ill be staying at work ain't shit out in these streets for me
0," I'm sick of it, but I'm staying at work."
1, Some Girls Just Wants To Be Loved!
0, some girls want to be loved!
1, *bites his lips and grips her hips tightly as he releases*
0, * He bites his lips and holds his hips tight *
1, HAAA lls she got me crackin tf up
0, I'm gonna crack her up.
1, Them Butter Cookies Been Too Good
0, they're too good for Butter Cookies.
1, come smoke this blunt with me
0," come on, smoke this blunt with me."
1, Let me get out my feelings.
0, I'm gonna take my feelings out.
1," stop trading on me ,  maybe it might be the same. I never traded"
0," I never traded with you, so maybe it's the same."
1, yea I knw n I hope im hme by then
0," yeah, I'm hoping I'm there by then."
1,  lol oka tkea gone be our stripper LOL AITE
0," oh, my God, we're gonna have a stripper for us, Lol Aite"
1, Lol yall gone get off me! Its payback
0," oh, my God, you're all gone!"
1, 18 %  my phone been charqinq for 30 mintues
0, 18%  I've been on my phone for 30 minutes.
1, jasmine where yu been at
0, where you were when you were here
1, He might not care i could careless csuse i dont
0, maybe he doesn't care if I'm careless with CSuse
1, lol why you laughing I'm serious
0," I mean, why you laugh?"
1, The TU is real tonite before the club in the club an after the club
0, the TU is really late before the club
1, aight im going to sleep now .
0," all right, I'm going to sleep now."
1, I think I just made the one and only girl i like mad I hope not
0, I'm sure I'm the only girl I like.
1, WOKE UP EARLY HIGH FROM LAST NITE.... #stillgettinghigh
0, # Woke up early in the morning #
1, A nigga leave king an it get real greasy!
0, a nigger's gonna leave the king!
1, .smoking thiss black me and gee moneyy
0, I'm smoking this black guy and I'm rich.
1, Time to go home and cuddle
0, time to go home and cuddle
1, Company Ah Lil Later On
0, Ah Lil's Ah Lil Next Time
1, Ian Finna get involved with Dreek again! LoL that's what messed me up the first time!
0, the first time I was fucked up by Ian Finna!
1, my snapchat be boring as hell thou!
0," you're boring as hell, my snapchat!"
1, I don't want to but I will :) lbs
0," I'm not gonna do it, but I'll do it!"
1, Changed my mind bout the senior tripp...
0, I've changed my mind about the senior tripp...
1, Ima real as bitch I don't got time 4 dat fake shit
0," I'm really fucking pissed off, I don't have time for shit."
1, Onna bus ready to go homee
0, onna bus to go home
1, Ever get so wasted u pee in the bathroom but miss the toilet?
0, did you ever pee in the bathroom?
1, Ain't gotta be a detective to detect it a nigga lie to ya face how you respect it?
0, you don't have to be a detective to find him a nigger lying to you.
1, I'm jus tied of struggling...
0, I'm tied to the struggle...
1, Ima give #Oomfs space.
0, I'll give you #Oomfs.
1, my bad tell her I say happy bday even doe she dk me lol
0," I'm sorry, but I'm telling her I'm happy to say my birthday."
1, Niggaz Acting Like Bitches I Give'em 3 Stripes.
0, Niggaz's acting like a bitch.
1, Likewise ... Good luck bro
0," and so...... you have a good time, bro"
1,  Today is going to be a good Day! U Claimed It!!! Yesssssss
0, today will be a good day! Said U.
1, get some class please
0, please take a look at the class.
1, She got that million pussy ..
0, she's got a million pussy.
1, Shot caller... 20 inch blades on the Impala...
0, caller... 20-inch blades on Impala...
1, This Nigga Yy Snoring Loud As Fuck
0, that nigga YY Snoring Like a fucking dick
1, That Nigga W. The bankroll Get Them fine hoes .
0, that nigga's gonna make a nice hoe.
1," Cant even sleep, stomach wont let me"
0," I can't even sleep, I'm not gonna let go of my"
1, what song is that called ?
0, what's the name of the song?
1, Finally got my polo vest :)
0, I'm finally wearing my polo shirt!
1," Like I said, anytime I want bitch! KNOW THAT it be like that"
0," I'm telling you, bitch, it's gonna be like that!"
1, So Proud Of My Sister. )
0, so proud of my sister.
1, But I dont care that she does
0, but I'm not interested in her doing it.
1, Damn how tall is she!? Nene already bout 6'4!
0," damn, she's 6'4!"
1, Nigga we ain't new to dis
0," Nigger, we're not new to this."
1, i dead didnt realize today is friday
0," I'm not aware of this Friday, but I'm dead."
1, Lols my meaning I kno my meaning know yours
0," I'm saying what I mean, I know what you mean."
1, Either I'm rocking the real shit or I ain't rocking it period!
0, I'm either gonna have a real shit or I'm not gonna be able to!
1, YEA YEA SAVE DAT WEAK SHYT!!
0," we're gonna save the weak, weak, weak, weak, weak, weak, weak,"
1, Do t stop til yu get enough!!! Michael Jackson
0, stop until you've got enough! Michael Jackson
1," how,? I answered .. You hung up"
0," you're not gonna hang up, are you?"
1, why I'm not !? I think he sleep but ok
0," I guess he's asleep, but he's fine."
1, .'-quess ima qet up  qo qet myi nails donee cuz ion feel likee doiin them myself !
0, - Quess ima qet up  qo qet myi nails donee cuz I want to do it myself!
1, ..................... SQUAD !!!
0, ......................................
1, Who wanna talk on the phone doe!!!
0, who's gonna talk to the phone?
1, Lo l auto correct messing with me
0, I'm gonna fix you with a car.
1," I Must too Err thang , n Im tryna be the Man w/a Plan"
0," I'm gonna have to err, n I'm gonna try to be a man."
1, Cinnamon toast crunch with chocolate milk.. It's the little things
0, a cinnamon toast with a chocolate milk...
1, Feelin this shit #floaton
0, I'm gonna take a look #floaton
1," Hustle hard, stack paper you see me? Hi hater, hi hater, hi hater lol #ThatWORK"
0," hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey"
1, I feel bad for my husband! He has to be able to do that and more!!! Like damn!
0," I'm sorry about my husband, but he must have done it and more!"
1, I need to smoke... Time to call smokey
0, I'm gonna smoke... I have to call...
1, Damn being a Dad is great!
0, it's great that I'm a dad.
1, I need to find this girl I need to order my hair
0, I'm supposed to order my hair for the girl I'm looking for.
1, What Is Wrong With Him !
0, what's the matter with him?
1, Wachin Da Game....Heat Needa Win..I See Jason Kidd
0, Wachin Da Game...... I'm gonna win the heat.
1," Hell nahh , lmao my sister dropped er phone in the toilet ."
0," no, my sister's phone was in the bathroom."
1, #BecasueOfMyEx I can't trust no bitches
0, # Because I'm not gonna trust any of my ex-wives
1," Lol , Bitch Uu Would Call Private . \n#CHILDISH"
0," Lol, bitch Uu's gonna call the cops."
1, Love You ! So you're a King now ? Lol
0," you're a king now, aren't you?"
1, I'm really missing my love... :-(
0, I'm missing my love...
1, nigga aint been on this ho in a mino
0, nigger ain't on the ho in a minute.
1, Its 4:00 And I'm Up !
0, I'm up at 4: 00!
1, Can't deal this the main thing that really really irks tf outta me man
0, I don't really want to deal with this.
1," i just wannna fuck with you, them other girls can t fuck with you"
0," I'm just gonna fuck you up, the other girls can't fuck with you."
1, i wish y'all could have been in my dream. it was like so weird! idk.
0," it was weird, I wish I could have been in my dream."
1, I see me fellow on my TL
0, I'm looking at my fellow on the TL.
1, I Was Hungry As Shit Lol
0," I'm hungry as shit, I'm hungry."
1,  he aint call me or nothing ...I just did and you ain't answer
0, he's not gonna call me or nothing.
1, Chilling with my Bestfriend he so funny
0, it's funny to me with my best friend.
1," ,Fuck That...I Refuse To Believe He's Dead"
0, I'm not gonna believe he's dead.
1, Ready to go and she taking all-day
0, she's ready to go and she's taking it all day.
1, i heard iOS7 can tell if you're a hoe
0, I've heard that iOS7 can tell if you're a hoe.
1, oh where bout on da east
0, where's the east?
1, Lol What You Shakin To Head Fa.... I should be da one shakin ma head
0, what you're gonna do to the head of the Fa...... I'm gonna be the one who's gonna be the one
1, #oomf blowin my shit early On Life Bro . Too Fuckin Early G .
0, #oomf fuck me in the early life.
1, Now I officially have nobody right now
0, I'm officially not having anyone.
1, Am I the only one who calculates how much sleep he could get before going to bed?
0, can I calculate how much sleep I'll have before I go to sleep?
1, Just getting back up ..
0, I'm just coming back...... and I'm back
1, I can't wait until my winter time Photoshoot it never stops
0, I'm not gonna stop until the winter.
1, Its funnu now that I think about llf hell naw
0," now I'm thinking of hell naw, so it's fun."
1, Smfh............wtf Lebron
0, smfh...... what the hell is going on with Lebron?
1, u already no I wan cum
0," I'm not gonna be able to do it, I'm"
1, Be careful what you wish for you just might get it
0, keep an eye out for what you want.
1, Trapped..........got her
0, captured...... she was trapped.
1, I m a baby pig coming 4 the titty
0, I'm a pig in the butt of a pig.
1, These kids uncontrollable
0, these kids are uncontrollable
1, Chilling wit da family #FamilyFirst ride or die with da fam
0, # FamilyFirst ride or die
1, I Wanna Go To Sleep All Day
0, I'd like to go to sleep.
1, I'm bout to tap out in a minute...
0, I'll be out in a minute...
1, I'm hungry what's for lunch....
0, I'm hungry for lunch...... what's for lunch?
1, Can't sleep at all. Smh.
0, I don't sleep.
1, Im finna go somewhere
0," I'm going somewhere, I'm going somewhere."
1, I'm bored too man smh the struggle
0," I'm bored too, man, I'm bored."
